id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
167,Web Dev,Backend,MVC stands for?,Model View Controller,Model Variable Constructor,Machine Vision Controller,Multiple View Controller,A,MVC separates application into Model View Controller layers,web_development,Web Development
168,Web Dev,Security,CSRF attack?,Cross-Site Request Forgery,Cross-Server Request Failure,Client-Side Request Forgery,Cross-Script Request File,A,CSRF tricks users into making unwanted requests to web applications,web_development,Web Development
169,Web Dev,HTML,<head> tag contains?,Visible page content,Metadata and links to resources,Body content,Footer,B,<head> contains metadata title styles scripts not visible content,web_development,Web Development
170,Web Dev,CSS,Media query is used for?,Database queries,Responsive design for different screen sizes,JavaScript events,Server configuration,B,Media queries apply CSS based on device/screen characteristics,web_development,Web Development
171,Software Eng,SDLC,SDLC stands for?,System Development Logic Cycle,Software Development Life Cycle,Software Design Logic Cycle,System Design Life Cycle,B,SDLC = Software Development Life Cycle,software_engineering,Software Engineering
172,Software Eng,Models,Waterfall model is?,Iterative,Sequential linear model,Incremental,Agile,B,Waterfall is sequential: each phase completes before next begins,software_engineering,Software Engineering
173,Software Eng,Agile,Agile development is?,Sequential,Iterative and incremental,Documentation-heavy,Rigid,B,Agile uses short iterative sprints with continuous feedback,software_engineering,Software Engineering
174,Software Eng,Models,Scrum is a?,Programming language,Agile framework,Database model,Testing tool,B,Scrum is an Agile framework using sprints and daily standups,software_engineering,Software Engineering
175,Software Eng,Testing,Unit testing tests?,Entire system,Individual components/functions,Network,Database,B,Unit testing tests smallest individual pieces of code,software_engineering,Software Engineering
176,Software Eng,Testing,Integration testing tests?,Single function,Interfaces between components,User interface,Network,B,Integration testing tests how components work together,software_engineering,Software Engineering
177,Software Eng,Requirements,Functional requirements define?,Performance specs,What system does (features/functions),UI design,Data storage,B,Functional requirements describe system behavior and features,software_engineering,Software Engineering
178,Software Eng,Requirements,Non-functional requirements include?,Features,Performance quality security constraints,User stories,Database schema,B,Non-functional reqs = performance scalability reliability security,software_engineering,Software Engineering
179,Software Eng,Design,UML stands for?,Universal Modeling Language,Unified Modeling Language,United Machine Language,Universal Machine Logic,B,UML = Unified Modeling Language for software design diagrams,software_engineering,Software Engineering
180,Software Eng,Testing,Black-box testing?,Tests internal code structure,Tests only based on inputs and outputs,Tests database,Tests network,B,Black-box tests functionality without knowing internal code,software_engineering,Software Engineering
181,Software Eng,Testing,White-box testing?,Tests external behavior,Tests internal code structure and logic,Tests UI,Tests performance,B,White-box tests internal implementation and code paths,software_engineering,Software Engineering
182,Software Eng,Quality,Code review is?,Testing,Examining code for bugs and quality,Compiling code,Deploying code,B,Code review is systematic examination of code by peers,software_engineering,Software Engineering
183,Software Eng,Models,Spiral model combines?,Waterfall and Agile,Waterfall and Prototyping with risk analysis,Agile and Scrum,Testing and Development,B,Spiral model combines iterative development with systematic risk assessment,software_engineering,Software Engineering
184,Software Eng,Design,Design pattern is?,Programming language,Reusable solution to common design problem,Database design,Network design,B,Design patterns are reusable templates for common software problems,software_engineering,Software Engineering
185,Software Eng,Design,Singleton pattern ensures?,Multiple instances,Only one instance of class exists,Fast performance,Inheritance,B,Singleton restricts class to only one instance globally,software_engineering,Software Engineering
186,Software Eng,Requirements,Use case diagram shows?,Database relationships,Interactions between users and system,Network topology,Code structure,B,Use case diagrams show actor-system interactions,software_engineering,Software Engineering
187,Software Eng,Testing,Regression testing?,Tests new features only,Ensures new changes don't break existing functionality,Tests performance,Tests security,B,Regression testing verifies existing features still work after changes,software_engineering,Software Engineering
188,Software Eng,Maintenance,Software maintenance includes?,Only fixing bugs,Correcting bugs adapting improving and preventing problems,Only adding features,Only performance tuning,B,Maintenance includes corrective adaptive perfective and preventive types,software_engineering,Software Engineering
189,Software Eng,Models,RAD stands for?,Rapid Application Development,Random Application Design,Recursive Application Development,Real Application Design,A,RAD = Rapid Application Development for quick software delivery,software_engineering,Software Engineering
190,Software Eng,Quality,SQA stands for?,Software Quality Analysis,Software Quality Assurance,System Quality Application,Software Quick Access,B,SQA = Software Quality Assurance ensures quality standards,software_engineering,Software Engineering
191,Software Eng,Risk,Risk management in SE?,Ignore risks,Identify assess and mitigate project risks,Only document risks,Avoid all risks,B,Risk management proactively identifies and mitigates project risks,software_engineering,Software Engineering
192,Software Eng,Design,Cohesion in software design?,Dependencies between modules,How related elements within module are,Code complexity,Number of bugs,B,High cohesion means elements in a module belong together,software_engineering,Software Engineering
193,Software Eng,Design,Coupling in software design?,Elements within module,Dependencies between different modules,Code quality,Test coverage,B,Low coupling = modules are independent of each other (desirable),software_engineering,Software Engineering
194,Software Eng,Testing,Test-driven development (TDD)?,Write code then tests,Write tests first then code,Skip testing,Only manual testing,B,TDD writes failing tests first then writes code to pass them,software_engineering,Software Engineering
195,Software Eng,Models,DevOps combines?,Design and Testing,Development and Operations,Database and Operations,Development and Design,B,DevOps bridges development and operations for continuous delivery,software_engineering,Software Engineering
196,Software Eng,Configuration,Version control system?,Deletes old versions,Tracks and manages changes to code over time,Compiles code,Tests code,B,VCS tracks changes allowing collaboration and rollback,software_engineering,Software Engineering
197,Software Eng,Configuration,Git is a?,Database,Distributed version control system,Programming language,Testing framework,B,Git is a distributed VCS for tracking code changes,software_engineering,Software Engineering
198,Software Eng,Testing,System testing tests?,Individual units,Entire integrated system,Database only,Network only,C,System testing validates the complete integrated application,software_engineering,Software Engineering
199,Software Eng,Design,Factory pattern?,Creates single object,Creates objects without specifying exact class,Destroys objects,Copies objects,B,Factory pattern creates objects through an interface not direct instantiation,software_engineering,Software Engineering
200,Software Eng,Agile,Sprint in Scrum is?,Bug,Short time-boxed development iteration,Release,Meeting,B,Sprint is a fixed-length iteration (usually 2-4 weeks) in Scrum,software_engineering,Software Engineering
201,AI ML,Basics,AI stands for?,Automated Intelligence,Artificial Intelligence,Automated Integration,Advanced Internet,B,AI = Artificial Intelligence — simulating human intelligence in machines,ai_ml,AI / Machine Learning and Data Analytics
202,AI ML,Supervised,Supervised learning uses?,Unlabeled data,Labeled training data,No data,Random data,B,Supervised learning trains on labeled input-output pairs,ai_ml,AI / Machine Learning and Data Analytics
203,AI ML,Unsupervised,Clustering is?,Supervised technique,Unsupervised grouping of similar data,Regression,Classification,B,Clustering groups similar data without labeled examples,ai_ml,AI / Machine Learning and Data Analytics
204,AI ML,Basics,Training data is used to?,Test model,Train/fit the model,Deploy model,Monitor model,B,Training data is used to fit and learn model parameters,ai_ml,AI / Machine Learning and Data Analytics
205,AI ML,Evaluation,Overfitting means?,Model too simple,Model fits training data too well but fails on new data,Model is optimal,Model is fast,B,Overfitting: model memorizes training data; poor generalization,ai_ml,AI / Machine Learning and Data Analytics
206,AI ML,Supervised,Classification predicts?,Continuous values,Discrete categories/labels,Clusters,Patterns,B,Classification assigns input to discrete predefined categories,ai_ml,AI / Machine Learning and Data Analytics
207,AI ML,Supervised,Regression predicts?,Categories,Continuous numerical values,Clusters,Rules,B,Regression predicts continuous output values,ai_ml,AI / Machine Learning and Data Analytics
208,AI ML,Deep Learning,Neural network is inspired by?,Computer circuits,Biological brain neurons,Database design,Network protocols,B,Artificial neural networks model the brain's neuron connections,ai_ml,AI / Machine Learning and Data Analytics
209,AI ML,Basics,Feature in ML is?,Label/output,Input variable/attribute used for prediction,Model itself,Test result,B,Features are input variables used to train and make predictions,ai_ml,AI / Machine Learning and Data Analytics
210,AI ML,Evaluation,Accuracy metric measures?,Speed of model,Percentage of correct predictions,Memory usage,Training time,B,Accuracy = correct predictions / total predictions × 100%,ai_ml,AI / Machine Learning and Data Analytics
211,AI ML,Deep Learning,CNN is used for?,Text processing,Image recognition,Audio processing,Tabular data,B,Convolutional Neural Networks excel at image recognition tasks,ai_ml,AI / Machine Learning and Data Analytics
